Program_ID,Sample_ID,Collection Date,Date_flag,Waterbody Name,Waterbody Type, Latitude, Longitude,Land Use Region,FWMIS ID,Species Code,Common Name,Binomial Name,Sex,Fork Length (mm),Fork LengthMeasurement ,Total Length (mm),Total LengthMeasurement,LengthEstimateFactor,Weight (g),WeightMeasurement,Maturity,Age (years),Aging Structure,Hg (mg/kg)
14-MC-NRPK-10,14-MC-NRPK-10,18-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Female,622,Field,663,Field,NA,2028,Field,Mature,5,Cleithrum,0.563
14-MC-NRPK-09,14-MC-NRPK-09,18-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Female,645,Field,680,Field,NA,1907,Field,Mature,5,Cleithrum,0.398
14-MC-NRPK-08,14-MC-NRPK-08,18-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Female,449,Field,474,Field,NA,712,Field,Mature,3,Cleithrum,0.317
14-MC-NRPK-07,14-MC-NRPK-07,18-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Male,395,Field,422,Field,NA,420,Field,Mature,2,Cleithrum,0.251
14-MC-NRPK-06,14-MC-NRPK-06,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Male,485,Field,513,Field,NA,869,Field,Mature,3,Cleithrum,0.362
14-MC-NRPK-05,14-MC-NRPK-05,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Female,475,Field,504,Field,NA,826,Field,Mature,4,Cleithrum,0.203
14-MC-NRPK-04,14-MC-NRPK-04,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Female,370,Field,395,Field,NA,401,Field,Mature,2,Cleithrum,0.19
14-MC-NRPK-03,14-MC-NRPK-03,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Male,355,Field,378,Field,NA,327,Field,Mature,2,Cleithrum,0.128
14-MC-NRPK-02,14-MC-NRPK-02,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Male,448,Field,474,Field,NA,691,Field,Mature,3,Cleithrum,0.293
14-MC-NRPK-01,14-MC-NRPK-01,17-Sep-14,0,Chain Lakes (Middle Chain Lake),Lake,52.60908,-113.461359,Red Deer,6526,NRPK,Northern Pike,Esox lucius,Male,401,Field,426,Field,NA,480,Field,Mature,2,Cleithrum,0.159
14-LC-NRPK-12,14-LC-NRPK-12,18-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,845,Field,895,Field,NA,4150,Field,Mature,10,Cleithrum,0.209
14-LC-NRPK-11,14-LC-NRPK-11,16-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,948,Field,1005,Field,NA,6900,Field,Mature,13,Cleithrum,0.231
14-LC-NRPK-10,14-LC-NRPK-10,18-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,914,Field,962,Field,NA,5625,Field,Mature,14,Cleithrum,0.265
14-LC-NRPK-09,14-LC-NRPK-09,18-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,818,Field,856,Field,NA,3991,Field,Unknown,NA,NA,0.189
14-LC-NRPK-06,14-LC-NRPK-06,17-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,764,Field,800,Field,NA,3269,Field,Mature,7,Cleithrum,0.193
14-LC-NRPK-05,14-LC-NRPK-05,17-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Male,712,Field,753,Field,NA,2565,Field,Mature,9,Cleithrum,0.165
14-LC-NRPK-04,14-LC-NRPK-04,17-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,753,Field,799,Field,NA,2566,Field,Mature,7,Cleithrum,0.116
14-LC-NRPK-03,14-LC-NRPK-03,17-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,645,Field,685,Field,NA,1806,Field,Mature,4,Cleithrum,0.078
14-LC-NRPK-02,14-LC-NRPK-02,17-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Male,590,Field,625,Field,NA,1433,Field,Mature,8,Cleithrum,0.166
14-LC-NRPK-01,14-LC-NRPK-01,16-Sep-14,0,Lac la Biche,Lake,54.865226,-112.075499,Lower Athabasca,4048,NRPK,Northern Pike,Esox lucius,Female,694,Field,733,Field,NA,2222,Field,Mature,9,Cleithrum,0.119
14-GL-NRPK-15,14-GL-NRPK-15,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,787,Field,825,Field,NA,3355,Field,Mature,8,Cleithrum,0.432
14-GL-NRPK-14,14-GL-NRPK-14,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,850,Field,895,Field,NA,5050,Field,Mature,12,Cleithrum,0.804
14-GL-NRPK-13,14-GL-NRPK-13,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,684,Field,723,Field,NA,2917,Field,Mature,9,Cleithrum,0.448
14-GL-NRPK-12,14-GL-NRPK-12,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,614,Field,651,Field,NA,1720,Field,Mature,5,Cleithrum,0.27
14-GL-NRPK-11,14-GL-NRPK-11,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,738,Field,775,Field,NA,3240,Field,Mature,8,Cleithrum,0.42
14-GL-NRPK-10,14-GL-NRPK-10,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,621,Field,656,Field,NA,1860,Field,Mature,4,Cleithrum,0.263
14-GL-NRPK-09,14-GL-NRPK-09,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,598,Field,635,Field,NA,1650,Field,Mature,3,Cleithrum,0.32
14-GL-NRPK-08,14-GL-NRPK-08,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Male,590,Field,626,Field,NA,1579,Field,Mature,10,Cleithrum,0.607
14-GL-NRPK-07,14-GL-NRPK-07,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,580,Field,619,Field,NA,1440,Field,Mature,3,Cleithrum,0.32
14-GL-NRPK-06,14-GL-NRPK-06,25-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,615,Field,652,Field,NA,1695,Field,Mature,5,Cleithrum,0.281
14-GL-NRPK-05,14-GL-NRPK-05,23-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,812,Field,855,Field,NA,4555,Field,Mature,8,Cleithrum,0.354
14-GL-NRPK-04,14-GL-NRPK-04,23-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,748,Field,793,Field,NA,3142,Field,Mature,8,Cleithrum,0.398
14-GL-NRPK-03,14-GL-NRPK-03,22-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,761,Field,804,Field,NA,4407,Field,Mature,7,Cleithrum,0.365
14-GL-NRPK-02,14-GL-NRPK-02,22-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,700,Field,737,Field,NA,2939,Field,Mature,6,Cleithrum,0.378
14-GL-NRPK-01,14-GL-NRPK-01,22-Sep-14,0,Gull Lake,Lake,52.537953,-113.999964,Red Deer,4757,NRPK,Northern Pike,Esox lucius,Female,690,Field,720,Field,NA,2589,Field,Mature,7,Cleithrum,0.459
14-GD-NRPK-20,14-GD-NRPK-20,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,737,Field,Unknown,NA,NA,2880,Field,Unknown,NA,NA,0.463
14-GD-NRPK-19,14-GD-NRPK-19,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,742,Field,Unknown,NA,NA,2825,Field,Unknown,NA,NA,0.682
14-GD-NRPK-18,14-GD-NRPK-18,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,750,Field,Unknown,NA,NA,2935,Field,Unknown,NA,NA,0.563
14-GD-NRPK-17,14-GD-NRPK-17,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,743,Field,Unknown,NA,NA,2500,Field,Unknown,NA,NA,0.534
14-GD-NRPK-16,14-GD-NRPK-16,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,817,Field,Unknown,NA,NA,3865,Field,Unknown,NA,NA,0.614
14-GD-NRPK-15,14-GD-NRPK-15,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,728,Field,Unknown,NA,NA,2425,Field,Unknown,NA,NA,0.604
14-GD-NRPK-14,14-GD-NRPK-14,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,785,Field,Unknown,NA,NA,3200,Field,Unknown,NA,NA,0.655
14-GD-NRPK-13,14-GD-NRPK-13,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,686,Field,Unknown,NA,NA,2020,Field,Unknown,NA,NA,0.568
14-GD-NRPK-12,14-GD-NRPK-12,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,735,Field,Unknown,NA,NA,2945,Field,Unknown,NA,NA,0.65
14-GD-NRPK-11,14-GD-NRPK-11,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,809,Field,Unknown,NA,NA,3675,Field,Unknown,NA,NA,0.688
14-GD-NRPK-10,14-GD-NRPK-10,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,685,Field,Unknown,NA,NA,2310,Field,Unknown,NA,NA,0.514
14-GD-NRPK-09,14-GD-NRPK-09,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,687,Field,Unknown,NA,NA,2030,Field,Unknown,NA,NA,0.393
14-GD-NRPK-08,14-GD-NRPK-08,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,708,Field,Unknown,NA,NA,2510,Field,Unknown,NA,NA,0.422
14-GD-NRPK-07,14-GD-NRPK-07,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,680,Field,Unknown,NA,NA,1785,Field,Unknown,NA,NA,0.521
14-GD-NRPK-06,14-GD-NRPK-06,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,746,Field,Unknown,NA,NA,2610,Field,Unknown,NA,NA,0.826
14-GD-NRPK-05,14-GD-NRPK-05,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,805,Field,Unknown,NA,NA,3585,Field,Unknown,NA,NA,0.506
14-GD-NRPK-04,14-GD-NRPK-04,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,795,Field,Unknown,NA,NA,3325,Field,Unknown,NA,NA,0.794
14-GD-NRPK-03,14-GD-NRPK-03,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,696,Field,Unknown,NA,NA,2220,Field,Unknown,NA,NA,0.516
14-GD-NRPK-02,14-GD-NRPK-02,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Unknown,665,Field,Unknown,NA,NA,1770,Field,Unknown,NA,NA,0.553
14-GD-NRPK-01,14-GD-NRPK-01,24-Sep-14,0,Gods Lake,Lake,56.818138,-114.28999,Lower Peace,4694,NRPK,Northern Pike,Esox lucius,Female,710,Field,Unknown,NA,NA,1785,Field,Unknown,NA,NA,0.589
14-CR-NRPK-09,14-CR-NRPK-09,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,652,Field,692,Field,NA,1831,Field,Mature,4,Cleithrum,0.885
14-CR-NRPK-08,14-CR-NRPK-08,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Male,579,Field,622,Field,NA,1298,Field,Mature,3,Cleithrum,0.816
14-CR-NRPK-07,14-CR-NRPK-07,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,623,Field,667,Field,NA,1746,Field,Mature,4,Cleithrum,0.688
14-CR-NRPK-06,14-CR-NRPK-06,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,637,Field,677,Field,NA,1810,Field,Mature,4,Cleithrum,0.699
14-CR-NRPK-05,14-CR-NRPK-05,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,622,Field,665,Field,NA,1839,Field,Mature,4,Cleithrum,0.527
14-CR-NRPK-04,14-CR-NRPK-04,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Male,540,Field,577,Field,NA,1077,Field,Mature,2,Cleithrum,0.5
14-CR-NRPK-03,14-CR-NRPK-03,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Male,597,Field,635,Field,NA,1088,Field,Mature,4,Cleithrum,1.091
14-CR-NRPK-02,14-CR-NRPK-02,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,637,Field,682,Field,NA,1762,Field,Mature,5,Cleithrum,0.813
14-CR-NRPK-01,14-CR-NRPK-01,30-Sep-14,0,Clear Lake (Barnes Lake),Lake,52.766127,-110.602847,North Saskatchewan,7009,NRPK,Northern Pike,Esox lucius,Female,569,Field,610,Field,NA,1433,Field,Mature,3,Cleithrum,0.494
14-AM-NRPK-08,14-AM-NRPK-08,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Female,530,Field,562,Field,NA,865,Field,Mature,6,Cleithrum,0.57
14-AM-NRPK-07,14-AM-NRPK-07,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Male,505,Field,536,Field,NA,685,Field,Mature,5,Cleithrum,0.687
14-AM-NRPK-06,14-AM-NRPK-06,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Male,510,Field,541,Field,NA,731,Field,Mature,5,Cleithrum,0.484
14-AM-NRPK-05,14-AM-NRPK-05,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Male,463,Field,489,Field,NA,600,Field,Mature,5,Cleithrum,0.444
14-AM-NRPK-04,14-AM-NRPK-04,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Male,463,Field,500,Field,NA,655,Field,Mature,5,Cleithrum,0.364
14-AM-NRPK-03,14-AM-NRPK-03,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Male,475,Field,507,Field,NA,623,Field,Mature,5,Cleithrum,0.456
14-AM-NRPK-02,14-AM-NRPK-02,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Female,518,Field,547,Field,NA,935,Field,Mature,5,Cleithrum,0.412
14-AM-NRPK-01,14-AM-NRPK-01,01-Oct-14,0,Arm Lake,Lake,52.74685,-110.588624,North Saskatchewan,3938,NRPK,Northern Pike,Esox lucius,Female,505,Field,537,Field,NA,889,Field,Mature,6,Cleithrum,0.426
13-TU-NRPK-15,13-TU-NRPK-15,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,475,Field,505,Field,NA,750,Field,Mature,2,Cleithrum,0.067
13-TU-NRPK-14,13-TU-NRPK-14,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,635,Field,670,Field,NA,1740,Field,Mature,6,Cleithrum,0.173
13-TU-NRPK-13,13-TU-NRPK-13,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,479,Field,514,Field,NA,800,Field,Mature,2,Cleithrum,0.061
13-TU-NRPK-12,13-TU-NRPK-12,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,490,Field,519,Field,NA,950,Field,Mature,3,Cleithrum,0.092
13-TU-NRPK-11,13-TU-NRPK-11,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,560,Field,598,Field,NA,1300,Field,Mature,3,Cleithrum,0.08
13-TU-NRPK-10,13-TU-NRPK-10,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,552,Field,590,Field,NA,1200,Field,Mature,4,Cleithrum,0.116
13-TU-NRPK-09,13-TU-NRPK-09,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,562,Field,600,Field,NA,1440,Field,Mature,3,Cleithrum,0.107
13-TU-NRPK-08,13-TU-NRPK-08,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,560,Field,594,Field,NA,1170,Field,Mature,6,Cleithrum,0.265
13-TU-NRPK-07,13-TU-NRPK-07,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,480,Field,512,Field,NA,780,Field,Mature,2,Cleithrum,0.072
13-TU-NRPK-06,13-TU-NRPK-06,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,509,Field,535,Field,NA,950,Field,Mature,3,Cleithrum,0.092
13-TU-NRPK-05,13-TU-NRPK-05,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,569,Field,600,Field,NA,980,Field,Mature,6,Cleithrum,0.315
13-TU-NRPK-04,13-TU-NRPK-04,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,610,Field,643,Field,NA,1700,Field,Mature,5,Cleithrum,0.139
13-TU-NRPK-03,13-TU-NRPK-03,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,510,Field,545,Field,NA,920,Field,Mature,3,Cleithrum,0.081
13-TU-NRPK-02,13-TU-NRPK-02,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Female,600,Field,637,Field,NA,1550,Field,Mature,6,Cleithrum,0.187
13-TU-NRPK-01,13-TU-NRPK-01,18-Sep-13,0,Tucker Lake,Lake,54.534234,-110.60545,Lower Athabasca,6027,NRPK,Northern Pike,Esox lucius,Male,570,Field,609,Field,NA,1250,Field,Mature,6,Cleithrum,0.328
13-MY-NRPK-15,13-MY-NRPK-15,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,805,Field,843,Field,NA,4300,Field,Mature,11,Cleithrum,0.609
13-MY-NRPK-14,13-MY-NRPK-14,18-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,528,Field,562,Field,NA,1058,Field,Mature,4,Cleithrum,0.175
13-MY-NRPK-13,13-MY-NRPK-13,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,450,Field,482,Field,NA,579,Field,Mature,2,Cleithrum,0.12
13-MY-NRPK-12,13-MY-NRPK-12,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,564,Field,603,Field,NA,1164,Field,Mature,5,Cleithrum,0.204
13-MY-NRPK-11,13-MY-NRPK-11,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,501,Field,535,Field,NA,864,Field,Mature,3,Cleithrum,0.141
13-MY-NRPK-10,13-MY-NRPK-10,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,528,Field,560,Field,NA,892,Field,Mature,4,Cleithrum,0.143
13-MY-NRPK-09,13-MY-NRPK-09,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,502,Field,531,Field,NA,800,Field,Mature,2,Cleithrum,0.122
13-MY-NRPK-08,13-MY-NRPK-08,18-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,550,Field,585,Field,NA,1047,Field,Mature,3,Cleithrum,0.285
13-MY-NRPK-07,13-MY-NRPK-07,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,679,Field,725,Field,NA,1575,Field,Mature,9,Cleithrum,0.614
13-MY-NRPK-06,13-MY-NRPK-06,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,452,Field,485,Field,NA,691,Field,Mature,3,Cleithrum,0.112
13-MY-NRPK-05,13-MY-NRPK-05,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,524,Field,557,Field,NA,896,Field,Mature,3,Cleithrum,0.126
13-MY-NRPK-04,13-MY-NRPK-04,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,589,Field,630,Field,NA,1500,Field,Mature,4,Cleithrum,0.294
13-MY-NRPK-03,13-MY-NRPK-03,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,560,Field,596,Field,NA,893,Field,Mature,5,Cleithrum,0.553
13-MY-NRPK-02,13-MY-NRPK-02,18-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Female,812,Field,852,Field,NA,4300,Field,Mature,10,Cleithrum,0.484
13-MY-NRPK-01,13-MY-NRPK-01,19-Sep-13,0,May Lake,Lake,54.716787,-110.391896,Lower Athabasca,5259,NRPK,Northern Pike,Esox lucius,Male,605,Field,643,Field,NA,1472,Field,Mature,8,Cleithrum,0.397
13-LG-NRPK-10,14-LG-NRPK-10,01-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Male,455,Field,485,Field,NA,820,Field,Mature,5,Cleithrum,0.337
13-LG-NRPK-09,14-LG-NRPK-09,01-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Female,405,Field,431,Field,NA,444,Field,Mature,2,Cleithrum,0.145
13-LG-NRPK-08,14-LG-NRPK-08,01-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Female,498,Field,530,Field,NA,829,Field,Mature,4,Cleithrum,0.264
13-LG-NRPK-07,14-LG-NRPK-07,01-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Male,453,Field,480,Field,NA,726,Field,Mature,3,Cleithrum,0.205
13-LG-NRPK-06,14-LG-NRPK-06,02-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Female,467,Field,492,Field,NA,646,Field,Mature,3,Cleithrum,0.141
13-LG-NRPK-05,14-LG-NRPK-05,01-Oct-13,0,Long Lake (63-19-W4),Lake,54.444905,-112.751371,North Saskatchewan,5137,NRPK,Northern Pike,Esox lucius,Male,450,Field,480,Field,NA,640,Field,Mature,3,Cleithrum,0.195
