Program_ID,Sample_ID,Collection Date,Date_flag,Waterbody Name,Waterbody Type, Latitude, Longitude,Land Use Region,FWMIS ID,Species Code,Common Name,Binomial Name,Sex,Fork Length (mm),Fork LengthMeasurement ,Total Length (mm),Total LengthMeasurement,LengthEstimateFactor,Weight (g),WeightMeasurement,Maturity,Age (years),Aging Structure,Hg (mg/kg)
09-ED-EBTR-49,EL-49-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,245,Unknown,258,Unknown,NA,189,Unknown,Unknown,NA,NA,0.064
09-ED-EBTR-48,EL-48-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,315,Unknown,327,Unknown,NA,459,Unknown,Unknown,NA,NA,0.114
09-ED-EBTR-47,EL-47-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,288,Unknown,305,Unknown,NA,289,Unknown,Unknown,NA,NA,0.112
09-ED-EBTR-46,EL-46-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,303,Unknown,313,Unknown,NA,336,Unknown,Unknown,NA,NA,0.214
09-ED-EBTR-45,EL-45-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,215,Unknown,225,Unknown,NA,101,Unknown,Unknown,NA,NA,0.046
09-ED-EBTR-44,EL-44-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,338,Unknown,354,Unknown,NA,503,Unknown,Unknown,NA,NA,0.235
09-ED-EBTR-43,EL-43-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,225,Unknown,236,Unknown,NA,113,Unknown,Unknown,NA,NA,0.069
09-ED-EBTR-42,EL-42-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,203,Unknown,211,Unknown,NA,98,Unknown,Unknown,NA,NA,0.045
09-ED-EBTR-41,EL-41-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,225,Unknown,240,Unknown,NA,147,Unknown,Unknown,NA,NA,0.077
09-ED-EBTR-40,EL-40-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,308,Unknown,321,Unknown,NA,330,Unknown,Unknown,NA,NA,0.153
09-ED-EBTR-39,EL-39-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,133,Unknown,140,Unknown,NA,31,Unknown,Unknown,NA,NA,0.162
09-ED-EBTR-38,EL-38-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,235,Unknown,246,Unknown,NA,156,Unknown,Unknown,NA,NA,0.059
09-ED-EBTR-37,EL-37-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,156,Unknown,165,Unknown,NA,42,Unknown,Unknown,NA,NA,0.164
09-ED-EBTR-36,EL-36-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,216,Unknown,223,Unknown,NA,118,Unknown,Unknown,NA,NA,0.072
09-ED-EBTR-35,EL-35-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,295,Unknown,306,Unknown,NA,326,Unknown,Unknown,NA,NA,0.137
09-ED-EBTR-34,EL-34-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,299,Unknown,312,Unknown,NA,328,Unknown,Unknown,NA,NA,0.485
09-ED-EBTR-33,EL-33-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,276,Unknown,292,Unknown,NA,257,Unknown,Unknown,NA,NA,0.108
09-ED-EBTR-32,EL-32-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,199,Unknown,210,Unknown,NA,92,Unknown,Unknown,NA,NA,0.05
09-ED-EBTR-31,EL-31-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,270,Unknown,287,Unknown,NA,268,Unknown,Unknown,NA,NA,0.109
09-ED-EBTR-30,EL-30-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,275,Unknown,285,Unknown,NA,241,Unknown,Unknown,NA,NA,0.167
09-ED-EBTR-29,EL-29-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,289,Unknown,298,Unknown,NA,306,Unknown,Unknown,NA,NA,0.224
09-ED-EBTR-28,EL-28-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,330,Unknown,346,Unknown,NA,487,Unknown,Unknown,NA,NA,0.185
09-ED-EBTR-27,EL-27-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,240,Unknown,250,Unknown,NA,169,Unknown,Unknown,NA,NA,0.116
09-ED-EBTR-26,EL-26-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,297,Unknown,310,Unknown,NA,281,Unknown,Unknown,NA,NA,0.088
09-ED-EBTR-25,EL-25-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,316,Unknown,328,Unknown,NA,380,Unknown,Unknown,NA,NA,0.132
09-ED-EBTR-24,EL-24-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,239,Unknown,243,Unknown,NA,166,Unknown,Unknown,NA,NA,0.072
09-ED-EBTR-23,EL-23-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,262,Unknown,285,Unknown,NA,280,Unknown,Unknown,NA,NA,0.113
09-ED-EBTR-22,EL-22-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,252,Unknown,262,Unknown,NA,179,Unknown,Unknown,NA,NA,0.056
09-ED-EBTR-21,EL-21-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,244,Unknown,255,Unknown,NA,182,Unknown,Unknown,NA,NA,0.062
09-ED-EBTR-20,EL-20-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,206,Unknown,217,Unknown,NA,110,Unknown,Unknown,NA,NA,0.055
09-ED-EBTR-19,EL-19-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,237,Unknown,241,Unknown,NA,134,Unknown,Unknown,NA,NA,0.059
09-ED-EBTR-18,EL-18-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,341,Unknown,357,Unknown,NA,461,Unknown,Unknown,NA,NA,0.237
09-ED-EBTR-17,EL-17-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,260,Unknown,270,Unknown,NA,189,Unknown,Unknown,NA,NA,0.028
09-ED-EBTR-16,EL-16-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,323,Unknown,337,Unknown,NA,436,Unknown,Unknown,NA,NA,0.184
09-ED-EBTR-15,EL-15-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,243,Unknown,255,Unknown,NA,187,Unknown,Unknown,NA,NA,0.086
09-ED-EBTR-14,EL-14-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,227,Unknown,238,Unknown,NA,138,Unknown,Unknown,NA,NA,0.065
09-ED-EBTR-13,EL-13-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,315,Unknown,330,Unknown,NA,455,Unknown,Unknown,NA,NA,0.217
09-ED-EBTR-12,EL-12-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,248,Unknown,256,Unknown,NA,175,Unknown,Unknown,NA,NA,0.078
09-ED-EBTR-11,EL-11-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,279,Unknown,290,Unknown,NA,297,Unknown,Unknown,NA,NA,0.129
09-ED-EBTR-10,EL-10-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,221,Unknown,229,Unknown,NA,122,Unknown,Unknown,NA,NA,0.053
09-ED-EBTR-09,EL-09-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,206,Unknown,215,Unknown,NA,103,Unknown,Unknown,NA,NA,0.058
09-ED-EBTR-08,EL-08-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,245,Unknown,252,Unknown,NA,175,Unknown,Unknown,NA,NA,0.05
09-ED-EBTR-07,EL-07-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,287,Unknown,300,Unknown,NA,324,Unknown,Unknown,NA,NA,0.108
09-ED-EBTR-06,EL-06-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,213,Unknown,220,Unknown,NA,114,Unknown,Unknown,NA,NA,0.051
09-ED-EBTR-05,EL-05-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,130,Unknown,139,Unknown,NA,26,Unknown,Unknown,NA,NA,0.201
09-ED-EBTR-04,EL-04-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,140,Unknown,149,Unknown,NA,32,Unknown,Unknown,NA,NA,0.139
09-ED-EBTR-03,EL-03-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,236,Unknown,245,Unknown,NA,147,Unknown,Unknown,NA,NA,0.057
09-ED-EBTR-02,EL-02-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,235,Unknown,247,Unknown,NA,147,Unknown,Unknown,NA,NA,0.05
09-ED-EBTR-01,EL-01-09,30-Oct-09,Unknown,Edith Lake,Lake,54.801726,-115.382585,Upper Athabasca,4505,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,266,Unknown,276,Unknown,NA,216,Unknown,Unknown,NA,NA,0.132
09-CY-BKTR-04,CL-03-09,27-Dec-09,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,333,Unknown,351,Unknown,NA,391,Unknown,Unknown,NA,NA,0.181
09-CY-BKTR-02,CL-05-09,27-Dec-09,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,310,Unknown,326,Unknown,NA,314,Unknown,Unknown,NA,NA,0.14
09-CY-BKTR-01,CL-04-09,27-Dec-09,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR, Brook Trout,Salvelinus fontinalis,Unknown,305,Unknown,320,Unknown,NA,324,Unknown,Unknown,NA,NA,0.161
10-CY-BKTR-10,CL-10-10,04-Mar-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,335,Unknown,352,Unknown,NA,360,Unknown,Unknown,NA,NA,0.203
10-CY-BKTR-09,CL-09-10,04-Mar-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,304,Unknown,319,Unknown,NA,250,Unknown,Unknown,NA,NA,0.135
10-CY-BKTR-08,CL-08-10,04-Mar-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,289,Unknown,306,Unknown,NA,251,Unknown,Unknown,NA,NA,0.157
10-CY-BKTR-07,CL-01-10,01-Mar-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,372,Unknown,388,Unknown,NA,620,Unknown,Unknown,NA,NA,0.255
10-CY-BKTR-06,CL-02-10,01-Mar-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,328,Unknown,342,Unknown,NA,350,Unknown,Unknown,NA,NA,0.143
10-CY-BKTR-05,CL-04-10,17-Feb-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,324,Unknown,340,Unknown,NA,331,Unknown,Unknown,NA,NA,0.234
10-CY-BKTR-04,CL-03-10,17-Feb-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,308,Unknown,324,Unknown,NA,266,Unknown,Unknown,NA,NA,0.17
10-CY-BKTR-03,CL-05-10,17-Feb-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,294,Unknown,310,Unknown,NA,250,Unknown,Unknown,NA,NA,0.113
10-CY-BKTR-02,CL-06-10,14-Feb-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,322,Unknown,331,Unknown,NA,290,Unknown,Unknown,NA,NA,0.598
10-CY-BKTR-01,CL-07-10,16-Jan-10,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,268,Unknown,275,Unknown,NA,178,Unknown,Unknown,NA,NA,0.103
09-CY-BKTR-05,CL-01-09,27-Dec-09,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,361,Unknown,376,Unknown,NA,555,Unknown,Unknown,NA,NA,0.236
09-CY-BKTR-03,CL-02-09,27-Dec-09,Unknown,Chrystina Lake,Lake,54.787468,-115.19208,Upper Athabasca,6860,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,331,Unknown,340,Unknown,NA,367,Unknown,Unknown,NA,NA,0.244
03-WC-BKTR-01,T-02,30-Jul-03,Unknown,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BKTR,Brook Trout,Salvelinus fontinalis,Unknown,274,Unknown,Unknown,NA,NA,190,Unknown,Unknown,NA,NA,0.274
12-MN-BNTR-01,12-MN-BNTR-01,14-Sep-12,0,Moonshine Lake (Mirage Lake),Lake,55.886469,-119.226323,Upper Peace,5360,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,250,Lab,NA,174,Lab,Unknown,NA,NA,0.084
06-BW-BNTR-10,1878,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,285,Unknown,NA,225,Unknown,Unknown,NA,NA,0.026
06-BW-BNTR-09,1850,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,302,Unknown,NA,280,Unknown,Unknown,NA,NA,0.029
06-BW-BNTR-08,1849,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,306,Unknown,NA,275,Unknown,Unknown,NA,NA,0.03
06-BW-BNTR-07,1848,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,318,Unknown,NA,310,Unknown,Unknown,NA,NA,0.031
06-BW-BNTR-06,1847,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,313,Unknown,NA,775,Unknown,Unknown,NA,NA,0.029
06-BW-BNTR-05,1846,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,305,Unknown,NA,315,Unknown,Unknown,NA,NA,0.038
06-BW-BNTR-04,1845,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,350,Unknown,NA,445,Unknown,Unknown,NA,NA,0.032
06-BW-BNTR-03,1844,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,425,Unknown,NA,795,Unknown,Unknown,NA,NA,0.036
06-BW-BNTR-02,1834,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,315,Unknown,NA,320,Unknown,Unknown,NA,NA,0.03
06-BW-BNTR-01,1831,19-Oct-06,Unknown,Bow River (Downstream from Bearspaw Dam),River,51.182195,-114.486122,South Saskatchewan,1988,BNTR,Brown Trout,Salmo trutta,Unknown,Unknown,NA,332,Unknown,NA,390,Unknown,Unknown,NA,NA,0.031
03-WC-BNTR-02,C20-4,06-Oct-03,Unknown,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BNTR,Brown Trout,Salmo trutta,Unknown,355,Unknown,Unknown,NA,NA,470,Unknown,Unknown,NA,NA,0.461
03-WC-BNTR-01,T-01,30-Jul-03,Unknown,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BNTR,Brown Trout,Salmo trutta,Unknown,352,Unknown,Unknown,NA,NA,505,Unknown,Unknown,NA,NA,0.393
97-WC-BURB-20,97-WC-BURB-20,22-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,610,Field,Unknown,NA,NA,1312,Field,Unknown,Unknown,Unknown,0.448
97-WC-BURB-19,97-WC-BURB-19,23-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,603,Field,Unknown,NA,NA,1068,Field,Unknown,Unknown,Unknown,0.491
97-WC-BURB-18,97-WC-BURB-18,23-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,546,Field,Unknown,NA,NA,1016,Field,Unknown,Unknown,Unknown,0.374
97-WC-BURB-17,97-WC-BURB-17,23-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,719,Field,Unknown,NA,NA,1826,Field,Unknown,Unknown,Unknown,0.419
97-WC-BURB-16,97-WC-BURB-16,22-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,321,Field,Unknown,NA,NA,200,Field,Unknown,Unknown,Unknown,0.351
97-WC-BURB-15,97-WC-BURB-15,22-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,408,Field,Unknown,NA,NA,1405,Field,Unknown,Unknown,Unknown,0.371
97-WC-BURB-14,97-WC-BURB-14,22-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,305,Field,Unknown,NA,NA,165,Field,Unknown,Unknown,Unknown,0.265
97-WC-BURB-13,97-WC-BURB-13,27-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,387,Field,Unknown,NA,NA,300,Field,Unknown,Unknown,Unknown,0.415
97-WC-BURB-12,97-WC-BURB-12,27-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,531,Field,Unknown,NA,NA,921,Field,Unknown,Unknown,Unknown,0.315
97-WC-BURB-11,97-WC-BURB-11,27-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,519,Field,Unknown,NA,NA,769,Field,Unknown,Unknown,Unknown,0.465
97-WC-BURB-10,97-WC-BURB-10,27-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,556,Field,Unknown,NA,NA,873,Field,Unknown,Unknown,Unknown,0.537
97-WC-BURB-09,97-WC-BURB-09,27-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,585,Field,Unknown,NA,NA,1200,Field,Unknown,Unknown,Unknown,0.449
97-WC-BURB-08,97-WC-BURB-08,01-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,576,Field,Unknown,NA,NA,1063,Field,Unknown,Unknown,Unknown,0.336
97-WC-BURB-07,97-WC-BURB-07,01-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,555,Field,Unknown,NA,NA,828,Field,Unknown,Unknown,Unknown,0.35
97-WC-BURB-06,97-WC-BURB-06,25-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,560,Field,Unknown,NA,NA,996,Field,Unknown,Unknown,Unknown,0.349
97-WC-BURB-05,97-WC-BURB-05,25-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,674,Field,Unknown,NA,NA,1518,Field,Unknown,Unknown,Unknown,0.51
97-WC-BURB-04,97-WC-BURB-04,24-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,286,Field,Unknown,NA,NA,137,Field,Unknown,Unknown,Unknown,0.212
97-WC-BURB-03,97-WC-BURB-03,24-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,309,Field,Unknown,NA,NA,160,Field,Unknown,Unknown,Unknown,0.324
97-WC-BURB-02,97-WC-BURB-02,24-Jul-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,437,Field,Unknown,NA,NA,233,Field,Unknown,Unknown,Unknown,0.301
97-WC-BURB-01,97-WC-BURB-01,01-Aug-97,0,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,1924,BURB,Burbot,Lota lota,Unknown,641,Field,Unknown,NA,NA,1293,Field,Unknown,Unknown,Unknown,0.392
19-IR-BURB-01,19-IR-BURB-01,02-Oct-19,0,Ironwood Lake,Lake,54.601733,-111.518941,Lower Athabasca,4903,BURB,Burbot,Lota lota,Male,Unknown,NA,505,Field,NA,1138,Field,Mature,Unknown,Unknown,0.104
19-CL-BURB-01,19-CL-BURB-01,10-Sep-19,0,Christina Lake,Lake,55.62234,-110.904608,Lower Athabasca,4272,BURB,Burbot,Lota lota,Male,Unknown,NA,637,Field,NA,1351,Field,Mature,Unknown,Otolith,0.28
18-NA-BURB-01,18-NA-BURB-01,17-Jun-18,0,Narrow Lake,Lake,54.616943,-113.617925,Upper Athabasca,5427,BURB,Burbot,Lota lota,Male,Unknown,NA,570,Field,NA,1435,Field,Mature,6,Otolith,0.132
14-RR-BURB-01,14-RR-BURB-01,19-Sep-14,0,Red Deer River (Hwy 585 Crossing - Tolman Bridge),River,51.838099,-113.016501,Red Deer,2193,BURB,Burbot,Lota lota,Unknown,Unknown,NA,698,Field,NA,2008,Field,Unknown,Unknown,Unknown,0.7
13-CL-BURB-02,14-CL-BURB-02,02-Oct-13,0,Christina Lake,Lake,55.62234,-110.904608,Lower Athabasca,4272,BURB,Burbot,Lota lota,Female,Unknown,NA,620,Field,NA,2071,Field,Mature,11,Otolith ,0.194
13-CL-BURB-01,14-CL-BURB-1,03-Oct-13,0,Christina Lake,Lake,55.62234,-110.904608,Lower Athabasca,4272,BURB,Burbot,Lota lota,Male,Unknown,NA,652,Field,NA,1742,Field,Mature,10,Otolith ,0.29
