Collection Date,Waterbody Name,Waterbody Type,Latitude,Longitude,Land Use Region,Common Name,Binomial Name,Sex,Fork Length (mm),Total Length (mm),Weight (g),Hg (mg/kg),Feeding Behavior
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Trout Perch,Percopsis omiscomaycus,Unknown,,46.0,,0.056,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Dace,Rhinichthys cataractae,Unknown,,52.0,,0.192,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Dace,Rhinichthys cataractae,Unknown,,73.0,,0.18,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Dace,Rhinichthys cataractae,Unknown,,53.0,2.0,0.134,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,,83.0,6.0,0.199,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Dace,Rhinichthys cataractae,Unknown,,65.0,,0.221,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Dace,Rhinichthys cataractae,Unknown,,55.0,2.0,0.219,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Trout Perch,Percopsis omiscomaycus,Unknown,,51.0,,0.072,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Trout Perch,Percopsis omiscomaycus,Unknown,,48.0,,0.025,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Trout Perch,Percopsis omiscomaycus,Unknown,,53.0,1.0,0.037,Prey
1997-07-21,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Trout Perch,Percopsis omiscomaycus,Unknown,,68.0,4.0,0.187,Prey
1997-07-22,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,321.0,,200.0,0.351,Predator
1997-07-22,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,77.0,,5.0,0.197,Prey
1997-07-22,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,408.0,,1405.0,0.371,Predator
1997-07-22,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,610.0,,1312.0,0.448,Predator
1997-07-22,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,305.0,,165.0,0.265,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,260.0,,201.0,0.06,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,719.0,,1826.0,0.419,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,546.0,,1016.0,0.374,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,603.0,,1068.0,0.491,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,118.0,,21.0,0.184,Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,118.0,,21.0,0.181,Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,250.0,,196.0,0.079,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,706.0,,2446.0,0.522,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,256.0,,206.0,0.098,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,544.0,,1138.0,0.355,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,774.0,,3281.0,0.797,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,691.0,,2626.0,0.471,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,140.0,,27.0,0.032,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,278.0,,276.0,0.118,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,253.0,,209.0,0.06,Predator and Prey
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Cutthroat Trout,Oncorhynchus clarki,Unknown,186.0,,57.0,0.061,Predator
1997-07-23,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,535.0,,1025.0,0.27,Predator
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,286.0,,137.0,0.212,Predator
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,85.0,,7.0,0.175,Prey
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,175.0,,62.0,0.111,Prey
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,173.0,,62.0,0.069,Prey
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,150.0,,36.0,0.1,Prey
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,309.0,,160.0,0.324,Predator
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,437.0,,233.0,0.301,Predator
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Lake Chub (Cisco),Couesius plumbeus,Unknown,85.0,,6.0,0.162,Prey
1997-07-24,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Cutthroat Trout,Oncorhynchus clarki,Unknown,205.0,,82.0,0.026,Predator
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,560.0,,996.0,0.349,Predator
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,674.0,,1518.0,0.51,Predator
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,335.0,,473.0,0.291,Predator
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,161.0,,43.0,0.029,Predator and Prey
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,345.0,,527.0,0.37,Prey
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,313.0,,430.0,0.317,Prey
1997-07-25,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,304.0,,400.0,0.083,Prey
1997-07-29,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,,169.0,62.0,0.46,Predator
1997-07-29,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,,265.0,221.0,0.087,Prey
1997-07-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,373.0,,677.0,0.333,Prey
1997-07-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,390.0,,787.0,0.483,Prey
1997-07-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,137.0,,32.0,0.041,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,255.0,,206.0,0.117,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,265.0,,221.0,0.072,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,302.0,,312.0,0.11,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,323.0,,348.0,0.102,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,315.0,,426.0,0.036,Predator and Prey
1997-07-30,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,,358.0,641.0,0.582,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,159.0,,50.0,0.033,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,,284.0,260.0,0.112,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,210.0,,94.0,0.073,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,279.0,,321.0,0.047,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,245.0,,191.0,0.072,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,284.0,,266.0,0.079,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,174.0,,61.0,0.037,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,263.0,,228.0,0.098,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,169.0,,62.0,0.035,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,259.0,,238.0,0.074,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,166.0,,53.0,0.036,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,230.0,,149.0,0.052,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,240.0,,172.0,0.046,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,246.0,,189.0,0.05,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,284.0,,260.0,0.109,Predator
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,258.0,,240.0,0.027,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,258.0,,227.0,0.031,Predator and Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,223.0,,127.0,0.053,Prey
1997-07-30,Chain Lakes Reservoir (Chain Lakes Provincial Park),Reservoir,50.24071,-114.208554,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,272.0,,260.0,0.07,Predator
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,641.0,,1293.0,0.392,Predator
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,555.0,,828.0,0.35,Predator
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,168.0,,49.0,0.043,Predator and Prey
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,576.0,,1063.0,0.336,Predator
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,223.0,,142.0,0.139,Prey
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,237.0,,160.0,0.089,Predator and Prey
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,162.0,,50.0,0.026,Predator and Prey
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,248.0,,195.0,0.059,Predator and Prey
1997-08-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,246.0,,176.0,0.071,Predator and Prey
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,387.0,,300.0,0.415,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,190.0,,75.0,0.035,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Rainbow Trout,Oncorhynchus mykiss,Unknown,145.0,,39.0,0.035,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Mountain Whitefish,Prosopium williamsoni,Unknown,145.0,,30.0,0.034,Predator and Prey
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,355.0,,605.0,0.417,Prey
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,585.0,,1200.0,0.449,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,531.0,,921.0,0.315,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,519.0,,769.0,0.465,Predator
1997-08-27,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,556.0,,873.0,0.537,Predator
1997-08-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,192.0,,85.0,0.102,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,445.0,,1220.0,0.352,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,153.0,,47.0,0.129,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,144.0,,46.0,0.119,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,424.0,,1079.0,0.461,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,413.0,,968.0,0.14,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,329.0,,536.0,0.207,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,365.0,,694.0,0.204,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,370.0,,699.0,0.356,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,142.0,,49.0,0.134,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,262.0,,224.0,0.144,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,259.0,,234.0,0.089,Prey
2002-07-08,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,420.0,,1051.0,0.236,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,307.0,,392.0,0.147,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,308.0,,453.0,0.139,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,316.0,,442.0,0.124,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,396.0,,798.0,0.312,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,402.0,,866.0,0.254,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,436.0,,1027.0,0.404,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,410.0,,867.0,0.401,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,265.0,,309.0,0.175,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,384.0,,835.0,0.217,Prey
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,571.0,,1308.0,0.332,Predator
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,545.0,,1062.0,0.308,Predator
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,388.0,,425.0,0.262,Predator
2002-07-08,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,507.0,,803.0,0.371,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,252.0,,139.0,0.108,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,402.0,,495.0,0.082,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,520.0,,1295.0,0.126,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,240.0,,88.0,0.065,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,280.0,,153.0,0.076,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,160.0,,51.0,0.033,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,162.0,,53.0,0.034,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,199.0,,113.0,0.039,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,413.0,,1068.0,0.13,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,439.0,,1103.0,0.162,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,393.0,,872.0,0.154,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,433.0,,1194.0,0.192,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,455.0,,1343.0,0.207,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,402.0,,1059.0,0.144,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,143.0,,34.0,0.026,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,460.0,,721.0,0.125,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,212.0,,139.0,0.034,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,259.0,,123.0,0.071,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,662.0,,1978.0,0.37,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,393.0,,483.0,0.121,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,600.0,,1292.0,0.47,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,308.0,,239.0,0.075,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,438.0,,1055.0,0.201,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,264.0,,144.0,0.097,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,433.0,,1274.0,0.121,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,215.0,,133.0,0.039,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,241.0,,187.0,0.048,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,645.0,,1563.0,0.312,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,254.0,,116.0,0.097,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,247.0,,219.0,0.046,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,216.0,,148.0,0.049,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,254.0,,129.0,0.101,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,272.0,,172.0,0.089,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,450.0,,562.0,0.139,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,507.0,,905.0,0.156,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,210.0,,131.0,0.043,Prey
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,266.0,,125.0,0.099,Predator
2002-07-10,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,426.0,,1175.0,0.252,Prey
2002-07-11,Little Bow River (Upstream of Carmangay Weir),River,50.132684,-113.164158,South Saskatchewan,Northern Pike,Esox lucius,Unknown,683.0,,2219.0,0.389,Predator
2002-07-23,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,455.0,,670.0,0.345,Predator
2002-07-23,Little Bow River (Downstream of Carmangay Weir),River,50.142572,-113.100235,South Saskatchewan,Northern Pike,Esox lucius,Unknown,373.0,,366.0,0.294,Predator
