Collection Date,Waterbody Name,Waterbody Type,Latitude,Longitude,Land Use Region,Common Name,Binomial Name,Sex,Fork Length (mm),Total Length (mm),Weight (g),Hg (mg/kg),Feeding Behavior
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,114.0,,22.0,0.337,Predator and Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,115.0,,17.0,0.241,Predator and Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,93.0,,7.0,0.227,Predator and Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,135.0,,17.0,0.376,Predator
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,98.0,,13.0,0.276,Predator and Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,,428.0,1155.0,0.329,Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,398.0,,935.0,0.656,Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,292.0,,350.0,0.533,Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,283.0,,375.0,0.499,Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,130.0,,25.0,0.329,Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,89.0,,7.0,0.249,Predator and Prey
2004-09-07,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,96.0,,12.0,0.317,Predator and Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,159.0,,30.0,0.106,Predator
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,196.0,,55.0,0.095,Predator
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,562.0,,1500.0,0.425,Predator
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,110.0,,15.0,0.113,Predator and Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,186.0,,50.0,0.139,Predator
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Northern Pike,Esox lucius,Unknown,789.0,,400.0,0.49,Predator
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,107.0,,15.0,0.145,Predator and Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,123.0,,30.0,0.128,Predator and Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,Yellow Perch,Perca flavescens,Unknown,174.0,,75.0,0.192,Predator and Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,449.0,,1310.0,0.387,Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,409.0,,1015.0,0.33,Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,407.0,,1035.0,0.363,Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,384.0,,900.0,0.208,Prey
2004-09-08,Little Bow River (Twin Valley Downstream),River,50.220413,-113.391609,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,324.0,,475.0,0.208,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,352.0,,630.0,0.046,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,350.0,,595.0,0.177,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,342.0,,670.0,0.155,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,379.0,,770.0,0.324,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,404.0,,925.0,0.245,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,313.0,,520.0,0.042,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,220.0,,155.0,0.018,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,122.0,,20.0,0.021,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,121.0,,25.0,0.026,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,347.0,,590.0,0.064,Prey
2004-09-09,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,343.0,,590.0,0.022,Prey
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,159.0,,25.0,0.052,Predator
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,134.0,,15.0,0.027,Predator
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,134.0,,10.0,0.023,Predator
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,113.0,,5.0,0.026,Predator
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,284.0,,145.0,0.092,Predator
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,178.0,,60.0,0.026,Prey
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,253.0,,205.0,0.031,Prey
2004-09-14,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,296.0,,350.0,0.031,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,189.0,,80.0,0.03,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,360.0,,675.0,0.26,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,355.0,,685.0,0.177,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,137.0,,15.0,0.027,Predator
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,Northern Pike,Esox lucius,Unknown,133.0,,14.0,0.02,Predator
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,135.0,,20.0,0.173,Predator
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,363.0,,750.0,0.113,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,401.0,,1050.0,0.147,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,427.0,,1125.0,0.105,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,130.0,,30.0,0.085,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,447.0,,1170.0,0.151,Prey
2004-09-28,Little Bow River (Twin Valley Upstream),River,50.326834,-113.507652,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,453.0,,1370.0,0.235,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,110.0,,15.0,0.151,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,350.0,,560.0,0.176,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,355.0,,530.0,0.14,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,336.0,,405.0,0.146,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,328.0,,400.0,0.136,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,284.0,,260.0,0.087,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,279.0,,255.0,0.097,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,355.0,,590.0,0.188,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,428.0,,975.0,0.279,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,182.0,,80.0,0.076,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,361.0,,230.0,0.286,Predator
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,501.0,,760.0,0.192,Predator
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,200.0,,95.0,0.144,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,185.0,,80.0,0.083,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,175.0,,65.0,0.175,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,145.0,,20.0,0.109,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,284.0,,130.0,0.233,Predator
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,430.0,,1045.0,0.268,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,214.0,,105.0,0.087,Prey
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,590.0,,1540.0,0.774,Predator
2004-09-28,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,443.0,,1035.0,0.37,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,388.0,,890.0,0.472,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,289.0,,330.0,0.297,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,203.0,,115.0,0.167,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,193.0,,90.0,0.139,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,189.0,,80.0,0.158,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,199.0,,90.0,0.092,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,145.0,,35.0,0.059,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,143.0,,40.0,0.052,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,329.0,,230.0,0.21,Predator
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,80.0,,5.0,0.116,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,134.0,,20.0,0.11,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,134.0,,30.0,0.037,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,223.0,,50.0,0.178,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,189.0,,85.0,0.169,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,174.0,,65.0,0.137,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,133.0,,30.0,0.192,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,222.0,,125.0,0.091,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,97.0,,10.0,0.084,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,176.0,,65.0,0.106,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,108.0,,10.0,0.083,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,131.0,,20.0,0.092,Prey
2004-09-29,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,122.0,,20.0,0.145,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,76.0,,5.0,0.134,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,80.0,,6.0,0.044,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,108.0,,10.0,0.044,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,283.0,,300.0,0.168,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,93.0,,5.0,0.048,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,97.0,,5.0,0.051,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,98.0,,5.0,0.055,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,99.0,,10.0,0.066,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,113.0,,15.0,0.039,Prey
2004-10-01,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,74.0,,5.0,0.131,Prey
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,334.0,395.0,0.547,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,318.0,331.0,0.766,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,323.0,332.0,0.794,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,265.0,235.0,0.724,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,269.0,207.0,0.531,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,324.0,323.0,0.575,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,292.0,259.0,0.542,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,298.0,266.0,0.675,Predator
2004-10-01,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,,315.0,320.0,0.989,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,575.0,,1190.0,0.275,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,484.0,,720.0,0.135,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,564.0,,1135.0,0.263,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,596.0,,1380.0,0.18,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,820.0,,4000.0,0.337,Predator
2004-10-05,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,460.0,,660.0,0.26,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,567.0,,1325.0,0.238,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,490.0,,755.0,0.167,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,629.0,,2185.0,0.64,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,569.0,,1315.0,0.229,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,556.0,,1345.0,0.381,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,444.0,,595.0,0.131,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,549.0,,1190.0,0.379,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,555.0,,1000.0,0.568,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,498.0,,765.0,0.357,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,502.0,,840.0,0.123,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,524.0,,985.0,0.258,Predator
2004-10-06,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Northern Pike,Esox lucius,Unknown,509.0,,950.0,0.267,Predator
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,177.0,,70.0,0.104,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,188.0,,75.0,0.166,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,217.0,,125.0,0.094,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,243.0,,165.0,0.11,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,269.0,,220.0,0.093,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,299.0,,320.0,0.174,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,137.0,,25.0,0.082,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,166.0,,45.0,0.11,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,82.0,,8.0,0.035,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,213.0,,110.0,0.151,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Longnose Sucker,Catostomus catostomus,Unknown,330.0,,475.0,0.238,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,114.0,,15.0,0.135,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,292.0,,155.0,0.322,Predator
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,321.0,,200.0,0.265,Predator
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,113.0,,10.0,0.052,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,78.0,,5.0,0.076,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,213.0,,115.0,0.149,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,106.0,,15.0,0.193,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,332.0,,260.0,0.224,Predator
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,81.0,,6.0,0.153,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,76.0,,5.0,0.188,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,307.0,,385.0,0.154,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,135.0,,20.0,0.157,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,White Sucker,Catostomus commersoni,Unknown,216.0,,165.0,0.121,Prey
2004-10-07,Willow Creek,River,50.121128,-113.776474,South Saskatchewan,Burbot,Lota lota,Unknown,299.0,,150.0,0.364,Predator
2004-10-14,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,295.0,,273.0,0.577,Predator
2004-10-14,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,329.0,,338.0,0.703,Predator
2004-10-14,Pine Coulee Reservoir,Reservoir,50.161803,-113.743303,South Saskatchewan,Walleye,Stizostedion vitreum vitreum,Unknown,315.0,,347.0,0.579,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.402,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.426,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.443,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.431,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.392,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.403,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.398,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.432,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.357,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.422,Predator
2004-10-21,Twin Valley Reservoir,Reservoir,50.247041,-113.422596,South Saskatchewan,Northern Pike,Esox lucius,Unknown,,,,0.412,Predator
